E1;1.55
E1;1.32
E1;1.28
E1;1.24
E1;1.07
E1;1.03
E1;0.942
E1;0.88
E1;0.889
E1;0.832
E1;0.815
E1;0.803
E1;0.781
E1;0.762
E1;0.745
E1;0.736
E1;0.731
E1;0.727
E1;0.724
E1;0.703
E1;0.693
E1;0.69
E1;0.676
E1;0.673
E1;0.67
E1;0.656
E1;0.661
E1;0.652
E1;0.649
E1;0.653
E1;0.648
E1;0.641
E1;0.628
E1;0.622
E1;0.621
E1;0.611
E1;0.608
E1;0.606
E1;0.598
E1;0.584
E1;0.584
E1;0.584
E1;0.589
E1;0.563
E1;0.579
E1;0.554
E1;0.547
E1;0.537
E1;0.54
E1;0.539
E1;0.525
E1;0.529
E1;0.506
E1;0.488
E1;0.507
E1;0.482
E1;0.49
E1;0.489
E2;0.457
E2;0.472
E2;0.433
E2;0.475
E2;0.412
E2;0.446
E2;0.423
E2;0.422
E2;0.382
E2;0.383
E2;0.4
E2;0.381
E2;0.376
E2;0.337
E2;0.343
E2;0.301
E2;0.319
E2;0.32
E2;0.296
E2;0.29
E2;0.304
E2;0.282
E2;0.323
E2;0.28
E2;0.311
E2;0.251
E2;0.308
E2;0.264
E2;0.233
E2;0.241
E2;0.291
E2;0.237
E2;0.258
E2;0.257
E2;0.223
E2;0.223
E2;0.213
E2;0.184
E2;0.209
E2;0.216
E2;0.208
E2;0.197
E2;0.216
E2;0.257
E2;0.253
E2;0.205
E2;0.183
E2;0.163
E2;0.184
E2;0.228
E2;0.164
E2;0.158
E2;0.175
E2;0.191
E2;0.153
E2;0.228
E2;0.139
E2;0.203
E3;0.158
E3;0.172
E3;0.129
E3;0.141
E3;0.18
E3;0.221
E3;0.127
E3;0.163
E3;0.156
E3;0.15
E3;0.163
E3;0.149
E3;0.161
E3;0.154
E3;0.153
E3;0.133
E3;0.192
E3;0.155
E3;0.196
E3;0.139
E3;0.151
E3;0.135
E3;0.12
E3;0.176
E3;0.156
E3;0.115
E3;0.185
E3;0.145
E3;0.194
E3;0.114
E3;0.188
E3;0.152
E3;0.152
E3;0.108
E3;0.169
E3;0.109
E3;0.12
E3;0.125
E3;0.14
E3;0.247
E3;0.14
E3;0.2
E3;0.159
E3;0.14
E3;0.142
E3;0.112
E3;0.134
E3;0.14
E3;0.108
E3;0.157
E3;0.127
E3;0.102
E3;0.151
E3;0.151
E3;0.149
E3;0.113
E3;0.126
E3;0.123
E4;0.103
E4;0.12
E4;0.125
E4;0.14
E4;0.169
E4;0.151
E4;0.128
E4;0.112
E4;0.143
E4;0.0975
E4;0.108
E4;0.13
E4;0.151
E4;0.112
E4;0.142
E4;0.133
E4;0.0921
E4;0.14
E4;0.138
E4;0.126
E4;0.123
E4;0.124
E4;0.112
E4;0.085
E4;0.123
E4;0.117
E4;0.129
E4;0.124
E4;0.0989
E4;0.127
E4;0.175
E4;0.103
E4;0.115
E4;0.0828
E4;0.117
E4;0.144
E4;0.13
E4;0.127
E4;0.0929
E4;0.11
E4;0.166
E4;0.113
E4;0.0895
E4;0.0768
E4;0.101
E4;0.107
