E1;1.5
E1;1.49
E1;1.28
E1;1.12
E1;1.15
E1;1.18
E1;1.17
E1;1.14
E1;1.13
E1;1.04
E1;1.08
E1;0.99
E1;1.01
E1;1.01
E1;1.0
E1;0.948
E1;0.943
E1;0.922
E1;0.934
E1;0.944
E1;0.885
E1;0.885
E1;0.866
E1;0.897
E1;0.865
E1;0.839
E1;0.838
E1;0.844
E1;0.816
E1;0.812
E1;0.801
E1;0.816
E1;0.786
E1;0.788
E1;0.791
E1;0.784
E1;0.766
E1;0.775
E1;0.759
E1;0.783
E1;0.759
E1;0.761
E1;0.755
E1;0.762
E1;0.749
E1;0.749
E1;0.727
E1;0.732
E1;0.726
E1;0.739
E1;0.725
E1;0.72
E1;0.721
E1;0.722
E1;0.72
E1;0.715
E1;0.712
E1;0.714
E2;0.722
E2;0.706
E2;0.71
E2;0.709
E2;0.702
E2;0.701
E2;0.699
E2;0.7
E2;0.699
E2;0.693
E2;0.695
E2;0.7
E2;0.69
E2;0.689
E2;0.688
E2;0.686
E2;0.683
E2;0.686
E2;0.677
E2;0.672
E2;0.675
E2;0.675
E2;0.675
E2;0.664
E2;0.664
E2;0.664
E2;0.66
E2;0.656
E2;0.662
E2;0.657
E2;0.654
E2;0.646
E2;0.647
E2;0.655
E2;0.649
E2;0.648
E2;0.644
E2;0.647
E2;0.634
E2;0.639
E2;0.63
E2;0.627
E2;0.624
E2;0.638
E2;0.619
E2;0.614
E2;0.615
E2;0.613
E2;0.604
E2;0.608
E2;0.615
E2;0.591
E2;0.593
E2;0.584
E2;0.586
E2;0.584
E2;0.571
E2;0.581
E3;0.578
E3;0.574
E3;0.564
E3;0.555
E3;0.558
E3;0.571
E3;0.566
E3;0.56
E3;0.537
E3;0.535
E3;0.515
E3;0.533
E3;0.525
E3;0.528
E3;0.509
E3;0.489
E3;0.504
E3;0.496
E3;0.498
E3;0.478
E3;0.484
E3;0.483
E3;0.48
E3;0.475
E3;0.483
E3;0.438
E3;0.459
E3;0.427
E3;0.406
E3;0.435
E3;0.406
E3;0.396
E3;0.407
E3;0.398
E3;0.428
E3;0.412
E3;0.407
E3;0.377
E3;0.373
E3;0.39
E3;0.374
E3;0.383
E3;0.362
E3;0.359
E3;0.325
E3;0.36
E3;0.31
E3;0.295
E3;0.365
E3;0.314
E3;0.316
E3;0.347
E3;0.323
E3;0.343
E3;0.305
E3;0.293
E3;0.273
E3;0.335
E4;0.265
E4;0.291
E4;0.288
E4;0.26
E4;0.268
E4;0.248
E4;0.282
E4;0.29
E4;0.226
E4;0.279
E4;0.304
E4;0.268
E4;0.234
E4;0.263
E4;0.264
E4;0.258
E4;0.232
E4;0.242
E4;0.242
E4;0.205
E4;0.24
E4;0.249
E4;0.236
E4;0.211
E4;0.204
E4;0.242
E4;0.229
E4;0.191
E4;0.213
E4;0.217
E4;0.232
E4;0.22
E4;0.245
E4;0.204
E4;0.208
E4;0.169
E4;0.207
E4;0.19
E4;0.226
E4;0.211
E4;0.212
E4;0.191
E4;0.156
E4;0.178
E4;0.159
E4;0.181
E4;0.162
E4;0.209
E4;0.161
E4;0.153
E4;0.212
E4;0.213
E4;0.192
E4;0.147
E4;0.178
E4;0.225
E4;0.21
E4;0.17
E5;0.172
E5;0.131
E5;0.204
E5;0.158
E5;0.14
E5;0.153
E5;0.162
E5;0.164
E5;0.15
E5;0.183
E5;0.148
E5;0.174
E5;0.185
E5;0.163
E5;0.162
E5;0.195
E5;0.154
E5;0.137
E5;0.192
E5;0.148
E5;0.145
E5;0.165
E5;0.195
E5;0.135
E5;0.142
E5;0.202
E5;0.198
E5;0.177
E5;0.157
E5;0.169
E5;0.205
E5;0.176
E5;0.202
E5;0.165
E5;0.146
E5;0.167
E5;0.176
E5;0.196
E5;0.196
E5;0.168
E5;0.138
E5;0.163
E5;0.167
E5;0.161
E5;0.188
E5;0.151
E5;0.131
E5;0.128
E5;0.177
E5;0.195
E5;0.171
E5;0.147
E5;0.136
E5;0.135
E5;0.122
E5;0.151
E5;0.154
E5;0.149
E6;0.136
E6;0.142
E6;0.174
E6;0.159
E6;0.188
E6;0.172
E6;0.129
E6;0.145
E6;0.166
E6;0.137
E6;0.166
E6;0.118
E6;0.15
E6;0.145
E6;0.152
E6;0.109
E6;0.143
E6;0.123
E6;0.169
E6;0.146
E6;0.131
E6;0.124
E6;0.19
E6;0.112
E6;0.134
E6;0.173
E6;0.169
E6;0.115
E6;0.136
E6;0.143
E6;0.137
E6;0.139
E6;0.125
E6;0.16
E6;0.119
E6;0.155
E6;0.11
E6;0.0968
E6;0.116
E6;0.148
E6;0.112
E6;0.11
E6;0.131
E6;0.133
E6;0.138
E6;0.151
E6;0.15
E6;0.101
E6;0.108
E6;0.142
E6;0.121
E6;0.182
E6;0.11
E6;0.119
E6;0.102
E6;0.107
E6;0.108
E6;0.0917
E7;0.153
E7;0.16
E7;0.145
E7;0.115
E7;0.0969
E7;0.135
E7;0.106
E7;0.113
E7;0.109
E7;0.15
E7;0.111
E7;0.135
E7;0.127
E7;0.119
E7;0.154
E7;0.13
E7;0.105
E7;0.0753
E7;0.108
E7;0.144
E7;0.117
E7;0.143
E7;0.105
E7;0.127
E7;0.138
E7;0.0911
E7;0.116
E7;0.101
E7;0.119
E7;0.124
E7;0.141
E7;0.133
E7;0.163
E7;0.116
E7;0.117
E7;0.106
E7;0.149
E7;0.125
E7;0.133
E7;0.108
E7;0.094
E7;0.145
E7;0.163
E7;0.134
E7;0.128
E7;0.13
E7;0.152
E7;0.143
E7;0.146
E7;0.134
E7;0.135
E7;0.133
E7;0.0967
E7;0.126
E7;0.104
E7;0.115
E7;0.121
E7;0.129
E8;0.114
E8;0.118
E8;0.175
E8;0.0829
E8;0.112
E8;0.108
E8;0.11
E8;0.116
E8;0.117
E8;0.13
E8;0.103
E8;0.115
E8;0.132
E8;0.075
E8;0.115
E8;0.112
E8;0.122
E8;0.105
E8;0.0935
E8;0.148
E8;0.122
E8;0.138
E8;0.0979
E8;0.121
E8;0.103
E8;0.0751
E8;0.0875
E8;0.114
E8;0.0807
E8;0.101
E8;0.124
E8;0.155
E8;0.125
E8;0.105
E8;0.104
E8;0.122
E8;0.111
E8;0.123
E8;0.0974
E8;0.104
E8;0.132
E8;0.101
E8;0.118
E8;0.1
E8;0.0883
E8;0.11
E8;0.075
E8;0.0977
E8;0.0875
E8;0.0925
E8;0.129
E8;0.106
E8;0.08
E8;0.134
E8;0.116
E8;0.0978
E8;0.13
E8;0.0795
E9;0.13
E9;0.0897
E9;0.0984
E9;0.113
E9;0.124
E9;0.0771
E9;0.0709
E9;0.124
E9;0.117
E9;0.0965
E9;0.0863
E9;0.103
E9;0.0919
E9;0.0862
E9;0.0725
E9;0.105
E9;0.0901
E9;0.0858
E9;0.111
E9;0.101
E9;0.0793
E9;0.091
E9;0.106
E9;0.106
E9;0.0859
E9;0.0826
E9;0.072
E9;0.0967
E9;0.0944
E9;0.124
E9;0.124
E9;0.114
E9;0.104
E9;0.0985
E9;0.0898
E9;0.105
E9;0.0656
E9;0.11
E9;0.0932
E9;0.104
E9;0.112
E9;0.0881
E9;0.108
E9;0.0738
E9;0.126
E9;0.102
E9;0.152
E9;0.121
E9;0.113
E9;0.098
E9;0.0753
E9;0.0941
E9;0.116
E9;0.0649
E9;0.0943
E9;0.103
E9;0.154
E9;0.091
E10;0.079
E10;0.0956
E10;0.103
E10;0.0759
E10;0.0786
E10;0.0837
E10;0.105
E10;0.0838
E10;0.0928
E10;0.0976
E10;0.0809
E10;0.0961
E10;0.0827
E10;0.101
E10;0.122
E10;0.0743
E10;0.149
E10;0.0882
E10;0.106
E10;0.0826
E10;0.0963
E10;0.0674
E10;0.079
E10;0.0732
E10;0.0918
E10;0.0568
E10;0.067
E10;0.0897
E10;0.092
E10;0.0729
E10;0.118
E10;0.061
E10;0.0914
E10;0.0995
E10;0.0775
E10;0.117
E10;0.103
E10;0.0884
E10;0.0657
E10;0.0723
E10;0.0859
E10;0.117
E10;0.162
E10;0.0954
E10;0.0673
E10;0.0851
E10;0.12
E10;0.0775
E10;0.107
E10;0.102
E10;0.0905
E10;0.103
E10;0.0987
E10;0.0884
E10;0.0955
E10;0.11
E10;0.0874
E10;0.143
E11;0.0657
E11;0.0822
E11;0.0652
E11;0.108
E11;0.0849
E11;0.0885
E11;0.0894
E11;0.0735
E11;0.073
E11;0.0849
E11;0.0742
E11;0.101
E11;0.0782
E11;0.062
E11;0.0994
E11;0.109
E11;0.0793
E11;0.121
E11;0.0828
E11;0.0824
E11;0.0651
E11;0.0623
E11;0.0661
E11;0.0711
E11;0.0975
E11;0.0937
E11;0.0912
E11;0.072
E11;0.0593
E11;0.086
E11;0.105
E11;0.0828
E11;0.0905
E11;0.0778
E11;0.0788
E11;0.0906
E11;0.0887
E11;0.0605
E11;0.0869
E11;0.0837
E11;0.0948
E11;0.116
E11;0.0947
E11;0.0804
E11;0.0954
E11;0.0727
E11;0.098
E11;0.0721
E11;0.081
E11;0.067
E11;0.12
E11;0.119
E11;0.0822
E11;0.0908
E11;0.089
E11;0.0761
E11;0.0785
E11;0.0732
E12;0.0846
E12;0.085
E12;0.0626
E12;0.0809
E12;0.0748
E12;0.0795
E12;0.06
E12;0.0739
E12;0.0542
E12;0.0625
E12;0.0546
